ID,Codigo de grupo,Nombre de grupo,Lider,Avalado,Estado,Calificado,Programa nacional,Programa nacional secundario,Programa tipo
341,COL0030569,"Saneamiento Ecologico, Salud y Medio Ambiente",DIANA MARCELA SARMIENTO SENIOR,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Salud",Salud.
342,COL0016363,"OXIGENAR",MONICA PAOLA QUEMBA MESA,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Salud.
343,COL0005959,"GRUPO DE INVESTIGACIÓN E INNOVACIÓN EN SALUD Y BIENESTAR ANIMAL",BYRON ABDEL HERNANDEZ ORTIZ,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Salud",Salud.
344,COL0163439,"PRE-TEXTOS",ALEXANDER LUNA NIETO,1 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Salud",Salud.
345,COL0073449,"Neurociencia Traslacional",VERONICA AKLE ALVAREZ,2 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","No Aplica",Salud.
346,COL0122301,"Complejidad y Salud Pública",SANTIAGO GALVIS VILLAMIZAR,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","No Aplica",Salud.
347,COL0074759,"Tejidos Blandos y mineralizados",MARIA CAROLINA PUSTOVRH RAMOS,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Salud",Salud.
348,COL0114711,"CEREBRO, COGNICION Y PROCESOS SOCIALES",MARIANA MILENA PINO MELGAREJO,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Salud",Salud.
349,COL0152472,"Grupo de Inmunología Clínica Aplicada",WILSON ARMANDO BAUTISTA MOLANO,4 de 8,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencia, Tecnología e Innovación en Salud",Salud.
350,COL0113839,"Grupo de Investigación de Enfermería",MARIA YAQUELIN EXPOSITO CONCEPCION,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencias Básicas",Salud.
351,COL0011106,"Grupo de Trabajo en Ingeniería de Tejidos",MARTHA RAQUEL FONTANILLA DUQUE,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Biotecnología",Salud.
352,COL0032302,"Perspectivas en Neurociencias, Psiquiatría y Envejecimiento",HERNANDO SANTAMARIA GARCIA,2 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencias Básicas",Salud.
353,COL0105786,"Salud y Movimiento",LEIDY TATIANA ORDONEZ MORA,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Salud.
354,COL0082055,"Cuidado Integral de la Salud Humana",ANYELA MANCILLA LUCUMI,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","No Aplica",Salud.
355,COL0023751,"Cuidado Cardiorrespiratorio",DIANA CAROLINA ZONA RUBIO,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","No Aplica",Salud.
356,COL0029521,"EJERCICIO FISICO Y DEPORTE",DIOGO RODRIGUES BEZERRA,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencias Básicas",Salud.
357,COL0030308,"Ingeniería Biomédica - GIIB_UMB",JUAN DANIEL UMANA CARO,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Biotecnología",Salud.
358,COL0172929,"GRUPO DE INVESTIGACIÓN ANGIOGRAFIA DE OCCIDENTE",MIGUEL ANGEL ORTIZ PALACIOS,2 de 4,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Biotecnología",Salud.
359,COL0028776,"NEUROREHABILITACION",VERONICA TATIANA CHAVES ORTIZ,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","No Aplica",Salud.
360,COL0029719,"BIOMECANICA Y FISIOTERAPIA MUSCULOESQUELETICA Y TEGUMENTARIA",VERONICA TATIANA CHAVES ORTIZ,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","No Aplica",Salud.
361,COL0032376,"Individuo, Familia y Sociedad",SARA CADAVID ESPINHA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Salud",Salud.
362,COL0029497,"Grupo de  Invetigacion en Procesos de Interrelacion Comunicativa",FRANCY SUAREZ MENDEZ,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","No Aplica",Salud.
363,COL0169219,"LIOS",Miguel Angel  Ariza Gracia,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Salud",Salud.
364,COL0011447,"Grupo de investigación en psicologia cognitiva",MERCEDES JIMENEZ BENITEZ,2 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Salud",Salud.
365,COL0019973,"CUIDADO DE ENFERMERIA AL PACIENTE CRÓNICO",OLIVIA LORENA CHAPARRO DIAZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","No Aplica",Salud.
366,COL0002081,"Centro de Estudios de Ergonomía",MARTHA PATRICIA CARO GUTIERREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Salud",Salud.
1,COL0101221,"Grupo de Investigación en Procesos Dinámicos-KALMAN",HECTOR ANTONIO BOTERO CASTRO,1 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
2,COL0015508,"Recubrimientos Duros y Aplicaciones Industriales - RDAI",HECTOR SANCHEZ STHEPA,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
3,COL0002439,"Ciencia y Tecnología de Materiales",LUZ MARINA OCAMPO CARMONA,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
4,COL0010969,"Grupo de Saneamiento Ambiental",INES RESTREPO TARQUINO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
5,COL0001763,"CULTURA ORGANIZACIONAL Y GESTION HUMANA",JULIA CLEMENCIA NARANJO VALENCIA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
6,COL0163037,"ITI: Innovación en Tecnologías de Información",HECTOR ARTURO FLOREZ FERNANDEZ,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
7,COL0009009,"Grupo de Investigaciňn en Derecho y Economia",CONSTANZA BLANCO BARON,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
8,COL0061509,"Física Matemática",ANDRES VARGAS DOMINGUEZ,1 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
9,COL0001029,"Bioprocesos y bioprospección",DOLLY MONTOYA CASTANO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Biotecnología",Ingeniería
10,COL0025979,"Electrónica de Potencia",ALFONSO ALZATE GOMEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
11,COL0002859,"Automática",ALVARO ANGEL OROZCO GUTIERREZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
12,COL0014135,"OPTICA Y PROCESAMIENTO OPTO-DIGITAL",JORGE IVAN GARCIA SUCERQUIA,1 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
13,COL0147427,"Procesos Químicos Industriales",LUIS ALBERTO RIOS .,1 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
14,COL0008915,"Grupo de Investigaciones en Corrosión",DARIO YESID PENA BALLESTEROS,2 de 3,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
15,COL0099698,"CCComposites (cements, ceramics and composites)",HENRY ALONSO COLORADO,1 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
16,COL0037004,"Grupo de Investigación en Tecnología para la Manufactura - GITEM",MIGUEL ANGEL HIDALGO SALAZAR,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
17,COL0014869,"Procesos y Agro Industrias  de Vegetales (GIPAVE)",GUILLERMO SEGUNDO ARRAZOLA PATERNINA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
18,COL0008138,"Grupo de Estado Sólido",OSCAR LUIS ARNACHE OLMOS,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
19,COL0012471,"Innovar del Caribe",ALVARO ZAPATA DOMINGUEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
20,COL0014458,"PROGRAMA DE INVESTIGACION SOBRE ADQUISICION Y ANALISIS DE SEŃALES PAAS-UN",ERNESTO PEREZ GONZALEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
21,COL0014672,"Percepción y Control Inteligente (PCI)",GUSTAVO ADOLFO OSORIO LONDONO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
22,COL0144229,"Grupo de Investigación en Recursos Energéticos GIRE",NICOLAS TORO GARCIA,2 de 4,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
23,COL0016345,"Síntesis y Mecanismos de Reacción en Química Orgánica",LUZ MARINA JARAMILLO GOMEZ,4 de 6,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
24,COL0007794,"Grupo de Biomecánica de la Universidad del Valle",JOSE JAIME GARCIA ALVAREZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Salud","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
25,COL0006142,"GRUPO DE INVESTIGACION EN TECNOLOGIA CERAMICA",JORGE SANCHEZ MOLINA,7 de 13,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
26,COL0007945,"Grupo de Dinámica Cardiovascular",JOHN BUSTAMANTE OSORNO,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
27,COL0001861,"Innovación y Estratégia",CESAR AUGUSTO BERNAL TORRES,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
28,COL0010771,"Grupo de Nutrición y Tecnología de Alimentos",JOSE EDGAR ZAPATA MONTOYA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
29,COL0025371,"Grupo de Investigación en Gestión de Producción y Logística",CARLOS ALBERTO CASTRO ZULUAGA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
30,COL0035289,"TECNOLOGÍA MECÁNICA",EDGAR SALAZAR MARIN,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
31,COL0062393,"Ciencias de la Decision",SANTIAGO ARANGO ARAMBURO,1 de 2,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",Ingeniería
32,COL0013969,"NIDE - Nucleo de Investigación en Datos Espaciales",LUZ ANGELA ROCHA SALAMANCA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
33,COL0007579,"Grupo Pulpa y Papel",JORGE ALBERTO VELASQUEZ JIMENEZ,2 de 3,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat",Ingeniería
34,COL0013067,"Laboratorio de CAD/CAM/CAE",OSCAR EDUARDO RUIZ SALGUERO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
35,COL0008325,"Grupo de estudios en mantenimiento - GEMI",LEONEL FRANCISCO CASTANEDA HEREDIA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
36,COL0054248,"Grupo Investigación en Diseńo Mecánico, Materiales y Procesos",ISMAEL HUMBERTO GARCIA PAEZ,4 de 7,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
37,COL0015885,"SIRP - Sistemas Inteligentes, Robótica y Percepción",CARLOS ALBERTO PARRA RODRIGUEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
38,COL0017496,"CIMOC",JUAN CARLOS REYES ORTIZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
39,COL0013568,"Magnetismo y Materiales Avanzados",ANDRES ROSALES RIVERA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
40,COL0009968,"Grupo de Investigación en Materiales Procesos y Diseńo",HERIBERTO ENRIQUE MAURY RAMIREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
41,COL0005691,"Grupo de Investigación en Ingeniería Sísmica, Eólica, Geotécnica y Estructural (G-7)",PETER THOMSON ROACH,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Geociencias",Ingeniería
42,COL0002401,"Ciencia de los Materiales",BETTY LUCY LOPEZ OSORIO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
43,COL0061073,"Catalizadores y Adsorbentes",ADRIANA ECHAVARRIA ISAZA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
44,COL0011545,"Grupo de óptica e informática",CESAR ORLANDO TORRES MORENO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
45,COL0119137,"GRUPO DE INVESTIGACIÓN EN CORROSIÓN, TRIBOLOGIA Y ENERGÍA",OSCAR EDWIN PIAMBA TULCAN,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
46,COL0029085,"GRUPO DE INVESTIGACIÓN AFIS (ANÁLISIS DE FALLAS, INTEGRIDAD Y SUPERFICIES)",EDGAR ESPEJO MORA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
47,COL0010609,"Grupo de Investigación y Desarrollo en Electrónica y Telecomunicaciones (GIDET)",DINAEL GUEVARA IBARRA,2 de 3,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
48,COL0030139," GIDIA: Grupo de Investigación y Desarrollo en Inteligencia Artificial",JOHN WILLIAN BRANCH BEDOYA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
49,COL0007758,"Grupo de Automática de la Universidad Nacional GAUNAL",JAIRO JOSE ESPINOSA OVIEDO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
50,COL0009378,"Grupo de Investigación en Alta Tensión - GRALTA",CARLOS ARTURO LOZANO MONCADA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
51,COL0002466,"Ciencia y Tecnología del Gas y Uso Racional de la Energía",ANDRES ADOLFO AMELL ARRIETA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
52,COL0010889,"Grupo de Investigación en Procesos Químicos y Bioquímicos",RUBEN DARIO GODOY SILVA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
53,COL0005341,"Física de Materiales",EVER ORTIZ MUNOZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
54,COL0010412,"Grupo de Investigación en Transmisión y Distribución de Ener",JORGE WILSON GONZALEZ SANCHEZ,2 de 3,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
55,COL0010181,"Geosciences, Infraestructure, Productivity and Environment",FREDDY HUMBERTO ESCOBAR MACUALO,2 de 2,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
56,COL0181394,"Grupo de Investigación Materiales con Impacto (MAT&MPAC)",ELIZABETH FLOREZ YEPEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencias Básicas",Ingeniería
57,COL0007408,"Grupo I+D Nuevas Tecnologías en Telecomunicaciones - GNTT",PABLO EMILIO JOJOA GOMEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
58,COL0008521,"Grupo de Investigación en Gestión de la Innovación y la Tecnología ",PAOLA ANDREA AMAR SEPULVEDA,5 de 9,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
59,COL0084569,"GAOPE",ELIANA MIRLEDY TORO OCAMPO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
60,COL0007533,"Grupo Materiales Compuestos",RUBY MEJIA DE GUTIERREZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
61,COL0141399,"Grupo de investigación en ciencias con aplicaciones tecnologicas (GI-CAT)",MANUEL SALVADOR PALENCIA LUNA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
62,COL0043404,"Ingeniería de Procesos y Sistemas industriales",ANDRES FELIPE SUAREZ ESCOBAR,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Agropecuarias",Ingeniería
63,COL0006929,"CINNCO - Conocimiento, innovación y competitividad",FLORENTINO MALAVER RODRIGUEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
64,COL0004273,"Electromagnetismo Aplicado",JOSE IGNACIO MARULANDA BERNAL,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencias Básicas","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
65,COL0010566,"Grupo Interdisciplinario de Investigación y Desarrollo en Gestión, Productividad y Competitividad - Biogestión",CLAUDIA NELCY JIMENEZ HERNANDEZ,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Agropecuarias",Ingeniería
66,COL0032026,"Centro de Investigación y Desarrollo Cárnico",OSCAR ALBERTO OCHOA GONZALEZ,1 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Ciencias Agropecuarias",Ingeniería
67,COL0056799,"Grupo de Investigación en Ingeniería Civil Universidad Distrital -GIICUD-",CESAR AUGUSTO GARCIA UBAQUE,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e innovación en Ambiente, Biodiversidad y Hábitat","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
68,COL0004077,"Economía y Desarrollo",ELIZABETH APONTE JARAMILLO,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
69,COL0016381,"TESO",LUIS ARTURO PINZON SALCEDO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
70,COL0006204,"GRUPO DE INVESTIGACION Y DESARROLLO DE INGENIERIA DE SOFTWARE",JUDITH DEL PILAR RODRIGUEZ TENJO,4 de 7,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
71,COL0014707,"Planeamiento en Sistemas Eléctricos",RAMON ALFONSO GALLEGO RENDON,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
72,COL0015562,"Redes de Distribución y Potencia - GREDyP",EDUARDO ANTONIO CANO PLATA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Investigaciones en Energía y Minería","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
73,COL0014529,"PYLO",CIRO ALBERTO AMAYA GUIO,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","No Aplica",Ingeniería
74,COL0010904,"Grupo de Productividad y Competitividad",ANGEL LEON GONZALEZ ARIZA,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
75,COL0005609,"GIPAB (Grupo de Investigación en Ingeniería de los Procesos Agroalimentarios y Biotecnológicos)",CLAUDIA ISABEL OCHOA MARTINEZ,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ciencias Agropecuarias","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
76,COL0036052,"Grupo de Investigación en Fatiga y Superficies",JOHN JAIRO CORONADO MARIN,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
77,COL0010009,"Grupo de Investigación en Mejoramiento Industrial",GONZALO FERNANDO CASANOVA GARCIA,2 de 2,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
78,COL0011124,"Grupo de Tribología y Superficies",ALEJANDRO TORO BETANCUR,1 de 1,Categoría A1,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Investigaciones en Energía y Minería",Ingeniería
79,COL0074447,"Grupo de Investigación en Ingeniería Electrónica Industrial y Ambiental (GIEIAM))",ANDREA PEREZ VIDAL,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Ingeniería","Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones",Ingeniería
80,COL0067709,"SISTEMAS INTELIGENTES   Y NUEVAS TECNOLOGÍAS  "SINT"",CARLOS NELSON HENRIQUEZ MIRANDA,1 de 1,Categoría A,Convocatoria 833 de 2018,"Ciencia, Tecnología e Innovación en Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación en Ingeniería",Ingeniería
